"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","GDP","TOT","MLN_USD","A","2017",2103651.26,
"KOR","GDP","TOT","MLN_USD","A","2018",2220442.286,
"KOR","GDP","TOT","MLN_USD","A","2019",2247126.568,
"KOR","GDP","TOT","MLN_USD","A","2020",2316806.899,
"KOR","GDP","TOT","MLN_USD","A","2021",2435555.581,
"KOR","GDP","TOT","MLN_USD","A","2022",2598470.913,"P"
"LUX","GDP","TOT","MLN_USD","A","1995",15669.59,
"LUX","GDP","TOT","MLN_USD","A","1996",16453.574,
"LUX","GDP","TOT","MLN_USD","A","1997",17820.545,
"LUX","GDP","TOT","MLN_USD","A","1998",18800.83,
"LUX","GDP","TOT","MLN_USD","A","1999",21456.896,
"LUX","GDP","TOT","MLN_USD","A","2000",24052.309,
"LUX","GDP","TOT","MLN_USD","A","2001",24785.439,
"LUX","GDP","TOT","MLN_USD","A","2002",26135.007,
"LUX","GDP","TOT","MLN_USD","A","2003",27187.931,
"LUX","GDP","TOT","MLN_USD","A","2004",29635.51,
"LUX","GDP","TOT","MLN_USD","A","2005",31997.214,
"LUX","GDP","TOT","MLN_USD","A","2006",37278.487,
"LUX","GDP","TOT","MLN_USD","A","2007",40857.327,
"LUX","GDP","TOT","MLN_USD","A","2008",44452.835,
"LUX","GDP","TOT","MLN_USD","A","2009",43245.758,
"LUX","GDP","TOT","MLN_USD","A","2010",45806.816,
"LUX","GDP","TOT","MLN_USD","A","2011",48970.83,
"LUX","GDP","TOT","MLN_USD","A","2012",51308.749,
"LUX","GDP","TOT","MLN_USD","A","2013",54838.627,
"LUX","GDP","TOT","MLN_USD","A","2014",58578.312,
"LUX","GDP","TOT","MLN_USD","A","2015",61437.294,
"LUX","GDP","TOT","MLN_USD","A","2016",65980.114,
"LUX","GDP","TOT","MLN_USD","A","2017",68570.173,
"LUX","GDP","TOT","MLN_USD","A","2018",70825.278,
"LUX","GDP","TOT","MLN_USD","A","2019",74184.82,
"LUX","GDP","TOT","MLN_USD","A","2020",75356.892,
"LUX","GDP","TOT","MLN_USD","A","2021",84252.097,
"LUX","GDP","TOT","MLN_USD","A","2022",91837.052,
"MEX","GDP","TOT","MLN_USD","A","1995",777809.434,
"MEX","GDP","TOT","MLN_USD","A","1996",845698.562,
"MEX","GDP","TOT","MLN_USD","A","1997",919184.017,
"MEX","GDP","TOT","MLN_USD","A","1998",977530.109,
"MEX","GDP","TOT","MLN_USD","A","1999",1018601.794,
"MEX","GDP","TOT","MLN_USD","A","2000",1096748.815,
"MEX","GDP","TOT","MLN_USD","A","2001",1116922.396,
"MEX","GDP","TOT","MLN_USD","A","2002",1137595.967,
"MEX","GDP","TOT","MLN_USD","A","2003",1184225.321,
"MEX","GDP","TOT","MLN_USD","A","2004",1263689.079,
"MEX","GDP","TOT","MLN_USD","A","2005",1341775.456,
"MEX","GDP","TOT","MLN_USD","A","2006",1485717.873,
"MEX","GDP","TOT","MLN_USD","A","2007",1560834.849,
"MEX","GDP","TOT","MLN_USD","A","2008",1653898.19,
"MEX","GDP","TOT","MLN_USD","A","2009",1636084.571,
"MEX","GDP","TOT","MLN_USD","A","2010",1740490.338,
"MEX","GDP","TOT","MLN_USD","A","2011",1911319.096,
"MEX","GDP","TOT","MLN_USD","A","2012",2012767.781,
"MEX","GDP","TOT","MLN_USD","A","2013",2064490.947,
"MEX","GDP","TOT","MLN_USD","A","2014",2173227.412,
"MEX","GDP","TOT","MLN_USD","A","2015",2230188.94,
"MEX","GDP","TOT","MLN_USD","A","2016",2383253.082,
"MEX","GDP","TOT","MLN_USD","A","2017",2460766.096,
"MEX","GDP","TOT","MLN_USD","A","2018",2535949.668,
"MEX","GDP","TOT","MLN_USD","A","2019",2529761.704,
"MEX","GDP","TOT","MLN_USD","A","2020",2333740.769,"P"
"MEX","GDP","TOT","MLN_USD","A","2021",2480684.356,"P"
"MEX","GDP","TOT","MLN_USD","A","2022",2757080.197,"E"
"NLD","GDP","TOT","MLN_USD","A","1995",362467.06,
"NLD","GDP","TOT","MLN_USD","A","1996",380738.473,
"NLD","GDP","TOT","MLN_USD","A","1997",406142.052,
"NLD","GDP","TOT","MLN_USD","A","1998",435240.558,
"NLD","GDP","TOT","MLN_USD","A","1999",462796.455,
"NLD","GDP","TOT","MLN_USD","A","2000",507657.002,
"NLD","GDP","TOT","MLN_USD","A","2001",532517.225,
"NLD","GDP","TOT","MLN_USD","A","2002",556285.465,
"NLD","GDP","TOT","MLN_USD","A","2003",554115.941,
"NLD","GDP","TOT","MLN_USD","A","2004",583050.276,
"NLD","GDP","TOT","MLN_USD","A","2005",614044.12,
"NLD","GDP","TOT","MLN_USD","A","2006",670372.239,
"NLD","GDP","TOT","MLN_USD","A","2007",719889.129,
"NLD","GDP","TOT","MLN_USD","A","2008",763407.575,
"NLD","GDP","TOT","MLN_USD","A","2009",736551.017,
"NLD","GDP","TOT","MLN_USD","A","2010",748383.899,
"NLD","GDP","TOT","MLN_USD","A","2011",777880.907,
"NLD","GDP","TOT","MLN_USD","A","2012",792041.828,
"NLD","GDP","TOT","MLN_USD","A","2013",827475.788,
"NLD","GDP","TOT","MLN_USD","A","2014",830318.43,
"NLD","GDP","TOT","MLN_USD","A","2015",851884.697,
"NLD","GDP","TOT","MLN_USD","A","2016",890488.555,
"NLD","GDP","TOT","MLN_USD","A","2017",943739.619,
"NLD","GDP","TOT","MLN_USD","A","2018",996447.288,
"NLD","GDP","TOT","MLN_USD","A","2019",1044307.685,
"NLD","GDP","TOT","MLN_USD","A","2020",1043402.526,
"NLD","GDP","TOT","MLN_USD","A","2021",1130684.908,
"NLD","GDP","TOT","MLN_USD","A","2022",1254458.771,"P"
"NZL","GDP","TOT","MLN_USD","A","1995",65673.261,
"NZL","GDP","TOT","MLN_USD","A","1996",68806.617,
"NZL","GDP","TOT","MLN_USD","A","1997",72317.629,
"NZL","GDP","TOT","MLN_USD","A","1998",73702.347,
"NZL","GDP","TOT","MLN_USD","A","1999",78923.926,
"NZL","GDP","TOT","MLN_USD","A","2000",82948.279,
"NZL","GDP","TOT","MLN_USD","A","2001",87413.804,
"NZL","GDP","TOT","MLN_USD","A","2002",92024.858,
"NZL","GDP","TOT","MLN_USD","A","2003",96612.844,
"NZL","GDP","TOT","MLN_USD","A","2004",102609.792,
"NZL","GDP","TOT","MLN_USD","A","2005",106147.849,
"NZL","GDP","TOT","MLN_USD","A","2006",116050.482,
"NZL","GDP","TOT","MLN_USD","A","2007",123894.65,
"NZL","GDP","TOT","MLN_USD","A","2008",127057.687,
"NZL","GDP","TOT","MLN_USD","A","2009",131998.908,
"NZL","GDP","TOT","MLN_USD","A","2010",135849.502,
"NZL","GDP","TOT","MLN_USD","A","2011",143362.869,
"NZL","GDP","TOT","MLN_USD","A","2012",145417.047,
"NZL","GDP","TOT","MLN_USD","A","2013",160992.629,
"NZL","GDP","TOT","MLN_USD","A","2014",168435.427,
"NZL","GDP","TOT","MLN_USD","A","2015",172758.809,
"NZL","GDP","TOT","MLN_USD","A","2016",188250.858,
"NZL","GDP","TOT","MLN_USD","A","2017",203156.734,
"NZL","GDP","TOT","MLN_USD","A","2018",208311.966,
"NZL","GDP","TOT","MLN_USD","A","2019",228165.068,
"NZL","GDP","TOT","MLN_USD","A","2020",231699.786,
"NZL","GDP","TOT","MLN_USD","A","2021",245363.98,
"NZL","GDP","TOT","MLN_USD","A","2022",264787.636,"E"
"NOR","GDP","TOT","MLN_USD","A","1995",106196.986,
"NOR","GDP","TOT","MLN_USD","A","1996",117532.392,
"NOR","GDP","TOT","MLN_USD","A","1997",126025.32,
"NOR","GDP","TOT","MLN_USD","A","1998",124964.108,
"NOR","GDP","TOT","MLN_USD","A","1999",136417.339,
"NOR","GDP","TOT","MLN_USD","A","2000",166116.067,
"NOR","GDP","TOT","MLN_USD","A","2001",170753.203,
"NOR","GDP","TOT","MLN_USD","A","2002",172705.278,
"NOR","GDP","TOT","MLN_USD","A","2003",176589.245,
"NOR","GDP","TOT","MLN_USD","A","2004",195945.827,
"NOR","GDP","TOT","MLN_USD","A","2005",221764.78,
"NOR","GDP","TOT","MLN_USD","A","2006",253382.384,
"NOR","GDP","TOT","MLN_USD","A","2007",264539.753,
"NOR","GDP","TOT","MLN_USD","A","2008",295976.05,
"NOR","GDP","TOT","MLN_USD","A","2009",268577.776,
"NOR","GDP","TOT","MLN_USD","A","2010",284685.067,
"NOR","GDP","TOT","MLN_USD","A","2011",309370.337,
"NOR","GDP","TOT","MLN_USD","A","2012",330093.373,
"NOR","GDP","TOT","MLN_USD","A","2013",342254.475,
"NOR","GDP","TOT","MLN_USD","A","2014",340765.256,
"NOR","GDP","TOT","MLN_USD","A","2015",315145.02,
"NOR","GDP","TOT","MLN_USD","A","2016",310303.322,
"NOR","GDP","TOT","MLN_USD","A","2017",340837.014,
"NOR","GDP","TOT","MLN_USD","A","2018",373182.531,
"NOR","GDP","TOT","MLN_USD","A","2019",373905.514,
"NOR","GDP","TOT","MLN_USD","A","2020",350366.117,
"NOR","GDP","TOT","MLN_USD","A","2021",442761.845,
"NOR","GDP","TOT","MLN_USD","A","2022",627184.974,
"POL","GDP","TOT","MLN_USD","A","1995",296624.508,
"POL","GDP","TOT","MLN_USD","A","1996",319735.682,
"POL","GDP","TOT","MLN_USD","A","1997",345396.777,
"POL","GDP","TOT","MLN_USD","A","1998",366838.044,
"POL","GDP","TOT","MLN_USD","A","1999",388183.91,
"POL","GDP","TOT","MLN_USD","A","2000",408379.539,
"POL","GDP","TOT","MLN_USD","A","2001",425389.354,
"POL","GDP","TOT","MLN_USD","A","2002",451281.404,
"POL","GDP","TOT","MLN_USD","A","2003",469499.123,
"POL","GDP","TOT","MLN_USD","A","2004",509876.065,
"POL","GDP","TOT","MLN_USD","A","2005",530377.339,
"POL","GDP","TOT","MLN_USD","A","2006",577892.055,
"POL","GDP","TOT","MLN_USD","A","2007",640614.487,
"POL","GDP","TOT","MLN_USD","A","2008",697829.214,
"POL","GDP","TOT","MLN_USD","A","2009",734041.846,
"POL","GDP","TOT","MLN_USD","A","2010",794704.641,
"POL","GDP","TOT","MLN_USD","A","2011",862451.786,
"POL","GDP","TOT","MLN_USD","A","2012",897877.763,
"POL","GDP","TOT","MLN_USD","A","2013",925133.245,
"POL","GDP","TOT","MLN_USD","A","2014",962317.654,
"POL","GDP","TOT","MLN_USD","A","2015",1018896.563,
"POL","GDP","TOT","MLN_USD","A","2016",1069459.06,
"POL","GDP","TOT","MLN_USD","A","2017",1137654.148,
"POL","GDP","TOT","MLN_USD","A","2018",1216240.494,
"POL","GDP","TOT","MLN_USD","A","2019",1327882.052,
"POL","GDP","TOT","MLN_USD","A","2020",1338432.734,
"POL","GDP","TOT","MLN_USD","A","2021",1443514.646,
"POL","GDP","TOT","MLN_USD","A","2022",1625114.218,
"PRT","GDP","TOT","MLN_USD","A","1995",144448.129,
"PRT","GDP","TOT","MLN_USD","A","1996",150170.881,
"PRT","GDP","TOT","MLN_USD","A","1997",159607.267,
"PRT","GDP","TOT","MLN_USD","A","1998",169547.717,
"PRT","GDP","TOT","MLN_USD","A","1999",181041.019,
"PRT","GDP","TOT","MLN_USD","A","2000",194276.438,
"PRT","GDP","TOT","MLN_USD","A","2001",202369.951,
"PRT","GDP","TOT","MLN_USD","A","2002",212108.896,
"PRT","GDP","TOT","MLN_USD","A","2003",218088.817,
"PRT","GDP","TOT","MLN_USD","A","2004",225171.888,
"PRT","GDP","TOT","MLN_USD","A","2005",238691.186,
"PRT","GDP","TOT","MLN_USD","A","2006",259701.897,
"PRT","GDP","TOT","MLN_USD","A","2007",271337.567,
"PRT","GDP","TOT","MLN_USD","A","2008",281542.549,
"PRT","GDP","TOT","MLN_USD","A","2009",279627.039,
"PRT","GDP","TOT","MLN_USD","A","2010",288228.565,
"PRT","GDP","TOT","MLN_USD","A","2011",282620.91,
"PRT","GDP","TOT","MLN_USD","A","2012",277991.759,
"PRT","GDP","TOT","MLN_USD","A","2013",292135.199,
"PRT","GDP","TOT","MLN_USD","A","2014",298951.673,
"PRT","GDP","TOT","MLN_USD","A","2015",307230.008,
"PRT","GDP","TOT","MLN_USD","A","2016",326364.379,
"PRT","GDP","TOT","MLN_USD","A","2017",340370.325,
"PRT","GDP","TOT","MLN_USD","A","2018",359198.932,
"PRT","GDP","TOT","MLN_USD","A","2019",383670.579,
"PRT","GDP","TOT","MLN_USD","A","2020",359941.428,
"PRT","GDP","TOT","MLN_USD","A","2021",380604.427,
"PRT","GDP","TOT","MLN_USD","A","2022",435778.702,"P"
"SVK","GDP","TOT","MLN_USD","A","1995",46638.124,
"SVK","GDP","TOT","MLN_USD","A","1996",50549.784,
"SVK","GDP","TOT","MLN_USD","A","1997",54296.453,
"SVK","GDP","TOT","MLN_USD","A","1998",57264.863,
"SVK","GDP","TOT","MLN_USD","A","1999",57813.884,
"SVK","GDP","TOT","MLN_USD","A","2000",61316.923,
"SVK","GDP","TOT","MLN_USD","A","2001",66635.32,
"SVK","GDP","TOT","MLN_USD","A","2002",71578.565,
"SVK","GDP","TOT","MLN_USD","A","2003",76204.249,
"SVK","GDP","TOT","MLN_USD","A","2004",81800.574,
"SVK","GDP","TOT","MLN_USD","A","2005",89400.317,
"SVK","GDP","TOT","MLN_USD","A","2006",101619.588,
"SVK","GDP","TOT","MLN_USD","A","2007",114076.705,
"SVK","GDP","TOT","MLN_USD","A","2008",127626.827,
"SVK","GDP","TOT","MLN_USD","A","2009",124322.665,
"SVK","GDP","TOT","MLN_USD","A","2010",136951.599,
"SVK","GDP","TOT","MLN_USD","A","2011",141755.313,
"SVK","GDP","TOT","MLN_USD","A","2012",145972.536,
"SVK","GDP","TOT","MLN_USD","A","2013",151678.246,
"SVK","GDP","TOT","MLN_USD","A","2014",157298.526,
"SVK","GDP","TOT","MLN_USD","A","2015",163007.449,
"SVK","GDP","TOT","MLN_USD","A","2016",161498.697,
"SVK","GDP","TOT","MLN_USD","A","2017",163951.2,
"SVK","GDP","TOT","MLN_USD","A","2018",170864.165,
"SVK","GDP","TOT","MLN_USD","A","2019",182461.859,
"SVK","GDP","TOT","MLN_USD","A","2020",179720.165,
"SVK","GDP","TOT","MLN_USD","A","2021",187958.995,
"SVK","GDP","TOT","MLN_USD","A","2022",203458.07,
"ESP","GDP","TOT","MLN_USD","A","1995",647039.561,
"ESP","GDP","TOT","MLN_USD","A","1996",677321.47,
"ESP","GDP","TOT","MLN_USD","A","1997",717536.622,
"ESP","GDP","TOT","MLN_USD","A","1998",768150.775,
"ESP","GDP","TOT","MLN_USD","A","1999",805891.27,
"ESP","GDP","TOT","MLN_USD","A","2000",875796.113,
"ESP","GDP","TOT","MLN_USD","A","2001",937663.114,
"ESP","GDP","TOT","MLN_USD","A","2002",1009753.34,
"ESP","GDP","TOT","MLN_USD","A","2003",1056690.246,
"ESP","GDP","TOT","MLN_USD","A","2004",1122140.551,
"ESP","GDP","TOT","MLN_USD","A","2005",1205129.038,
"ESP","GDP","TOT","MLN_USD","A","2006",1363807.168,
"ESP","GDP","TOT","MLN_USD","A","2007",1468679.228,
"ESP","GDP","TOT","MLN_USD","A","2008",1528583.756,
"ESP","GDP","TOT","MLN_USD","A","2009",1487912.773,
"ESP","GDP","TOT","MLN_USD","A","2010",1475606.419,
"ESP","GDP","TOT","MLN_USD","A","2011",1489594.952,
"ESP","GDP","TOT","MLN_USD","A","2012",1483654.097,
"ESP","GDP","TOT","MLN_USD","A","2013",1512561.983,
"ESP","GDP","TOT","MLN_USD","A","2014",1558986.389,
"ESP","GDP","TOT","MLN_USD","A","2015",1621825.009,
"ESP","GDP","TOT","MLN_USD","A","2016",1734116.161,
"ESP","GDP","TOT","MLN_USD","A","2017",1842770.464,
"ESP","GDP","TOT","MLN_USD","A","2018",1905450.021,
"ESP","GDP","TOT","MLN_USD","A","2019",2031924.567,
"ESP","GDP","TOT","MLN_USD","A","2020",1800971.277,
"ESP","GDP","TOT","MLN_USD","A","2021",1952698.504,"P"
"ESP","GDP","TOT","MLN_USD","A","2022",2213649.038,"P"
"SWE","GDP","TOT","MLN_USD","A","1995",203965.736,
"SWE","GDP","TOT","MLN_USD","A","1996",211601.427,
"SWE","GDP","TOT","MLN_USD","A","1997",219433.349,
"SWE","GDP","TOT","MLN_USD","A","1998",229137.896,
"SWE","GDP","TOT","MLN_USD","A","1999",243339.592,
"SWE","GDP","TOT","MLN_USD","A","2000",262827.28,
"SWE","GDP","TOT","MLN_USD","A","2001",266285.833,
"SWE","GDP","TOT","MLN_USD","A","2002",276017.772,
"SWE","GDP","TOT","MLN_USD","A","2003",285019.213,
"SWE","GDP","TOT","MLN_USD","A","2004",304510.21,
"SWE","GDP","TOT","MLN_USD","A","2005",309212.867,
"SWE","GDP","TOT","MLN_USD","A","2006",342586.778,
"SWE","GDP","TOT","MLN_USD","A","2007",374251.411,
"SWE","GDP","TOT","MLN_USD","A","2008",388684.19,
"SWE","GDP","TOT","MLN_USD","A","2009",374543.038,
"SWE","GDP","TOT","MLN_USD","A","2010",395960.987,
"SWE","GDP","TOT","MLN_USD","A","2011",421515.998,
"SWE","GDP","TOT","MLN_USD","A","2012",432488.303,
"SWE","GDP","TOT","MLN_USD","A","2013",444616.544,
"SWE","GDP","TOT","MLN_USD","A","2014",457507.758,
"SWE","GDP","TOT","MLN_USD","A","2015",481170.723,
"SWE","GDP","TOT","MLN_USD","A","2016",500423.665,
"SWE","GDP","TOT","MLN_USD","A","2017",522476.825,
"SWE","GDP","TOT","MLN_USD","A","2018",544594.071,
"SWE","GDP","TOT","MLN_USD","A","2019",579773.396,
"SWE","GDP","TOT","MLN_USD","A","2020",581247.942,
"SWE","GDP","TOT","MLN_USD","A","2021",629080.783,
"SWE","GDP","TOT","MLN_USD","A","2022",683297.098,
"CHE","GDP","TOT","MLN_USD","A","1995",217158.85,
"CHE","GDP","TOT","MLN_USD","A","1996",222825.241,
"CHE","GDP","TOT","MLN_USD","A","1997",232048.157,
"CHE","GDP","TOT","MLN_USD","A","1998",240735.218,
"CHE","GDP","TOT","MLN_USD","A","1999",248201.012,
"CHE","GDP","TOT","MLN_USD","A","2000",263644.954,
"CHE","GDP","TOT","MLN_USD","A","2001",273425.897,
"CHE","GDP","TOT","MLN_USD","A","2002",281956.01,
"CHE","GDP","TOT","MLN_USD","A","2003",284291.816,
"CHE","GDP","TOT","MLN_USD","A","2004",296883.011,
"CHE","GDP","TOT","MLN_USD","A","2005",308825.1,
"CHE","GDP","TOT","MLN_USD","A","2006",346303.02,
"CHE","GDP","TOT","MLN_USD","A","2007",384535.816,
"CHE","GDP","TOT","MLN_USD","A","2008",411512.115,
"CHE","GDP","TOT","MLN_USD","A","2009",410217.657,
"CHE","GDP","TOT","MLN_USD","A","2010",425979.998,
"CHE","GDP","TOT","MLN_USD","A","2011",454911.977,
"CHE","GDP","TOT","MLN_USD","A","2012",475340.888,
"CHE","GDP","TOT","MLN_USD","A","2013",498760.658,
"CHE","GDP","TOT","MLN_USD","A","2014",519299.875,
"CHE","GDP","TOT","MLN_USD","A","2015",540550.996,
"CHE","GDP","TOT","MLN_USD","A","2016",563950.47,
"CHE","GDP","TOT","MLN_USD","A","2017",576360.576,
"CHE","GDP","TOT","MLN_USD","A","2018",601868.008,
"CHE","GDP","TOT","MLN_USD","A","2019",623154.669,
"CHE","GDP","TOT","MLN_USD","A","2020",613400.095,
"CHE","GDP","TOT","MLN_USD","A","2021",671828.623,"P"
"CHE","GDP","TOT","MLN_USD","A","2022",742867.762,"P"
"TUR","GDP","TOT","MLN_USD","A","1995",604220.505,"E"
"TUR","GDP","TOT","MLN_USD","A","1996",657184.741,"E"
"TUR","GDP","TOT","MLN_USD","A","1997",717485.353,"E"
"TUR","GDP","TOT","MLN_USD","A","1998",558277.47,
"TUR","GDP","TOT","MLN_USD","A","1999",546532.203,
"TUR","GDP","TOT","MLN_USD","A","2000",609051.499,
"TUR","GDP","TOT","MLN_USD","A","2001",595834.125,
"TUR","GDP","TOT","MLN_USD","A","2002",612446.634,
"TUR","GDP","TOT","MLN_USD","A","2003",641094.176,
"TUR","GDP","TOT","MLN_USD","A","2004",735769.103,
"TUR","GDP","TOT","MLN_USD","A","2005",815102.371,
"TUR","GDP","TOT","MLN_USD","A","2006",945237,
"TUR","GDP","TOT","MLN_USD","A","2007",1042895.517,
"TUR","GDP","TOT","MLN_USD","A","2008",1139548.435,
"TUR","GDP","TOT","MLN_USD","A","2009",1112482.011,
"TUR","GDP","TOT","MLN_USD","A","2010",1268708.962,
"TUR","GDP","TOT","MLN_USD","A","2011",1454111.872,
"TUR","GDP","TOT","MLN_USD","A","2012",1550688.484,
"TUR","GDP","TOT","MLN_USD","A","2013",1703669.602,
"TUR","GDP","TOT","MLN_USD","A","2014",1860470.92,
"TUR","GDP","TOT","MLN_USD","A","2015",2022397.778,
"TUR","GDP","TOT","MLN_USD","A","2016",2116398.303,
"TUR","GDP","TOT","MLN_USD","A","2017",2264269.34,
"TUR","GDP","TOT","MLN_USD","A","2018",2302309.895,
"TUR","GDP","TOT","MLN_USD","A","2019",2313147.025,
"TUR","GDP","TOT","MLN_USD","A","2020",2332603.593,
"TUR","GDP","TOT","MLN_USD","A","2021",2581588.441,
"TUR","GDP","TOT","MLN_USD","A","2022",3180983.731,"P"
"GBR","GDP","TOT","MLN_USD","A","1995",1194943.234,
"GBR","GDP","TOT","MLN_USD","A","1996",1276538.081,
"GBR","GDP","TOT","MLN_USD","A","1997",1345336.445,
"GBR","GDP","TOT","MLN_USD","A","1998",1385466.669,
"GBR","GDP","TOT","MLN_USD","A","1999",1437339.336,
"GBR","GDP","TOT","MLN_USD","A","2000",1562511.622,
"GBR","GDP","TOT","MLN_USD","A","2001",1650185.853,
"GBR","GDP","TOT","MLN_USD","A","2002",1727032.129,
"GBR","GDP","TOT","MLN_USD","A","2003",1808359.34,
"GBR","GDP","TOT","MLN_USD","A","2004",1922897.629,
"GBR","GDP","TOT","MLN_USD","A","2005",1976697.868,
"GBR","GDP","TOT","MLN_USD","A","2006",2113380.961,
"GBR","GDP","TOT","MLN_USD","A","2007",2178156.413,
"GBR","GDP","TOT","MLN_USD","A","2008",2271084.657,
"GBR","GDP","TOT","MLN_USD","A","2009",2181207.601,
"GBR","GDP","TOT","MLN_USD","A","2010",2290476,
"GBR","GDP","TOT","MLN_USD","A","2011",2354769.787,
"GBR","GDP","TOT","MLN_USD","A","2012",2442463.44,
"GBR","GDP","TOT","MLN_USD","A","2013",2562195.165,
"GBR","GDP","TOT","MLN_USD","A","2014",2666663.773,
"GBR","GDP","TOT","MLN_USD","A","2015",2767234.195,
"GBR","GDP","TOT","MLN_USD","A","2016",2892299.174,
"GBR","GDP","TOT","MLN_USD","A","2017",3041891.843,
"GBR","GDP","TOT","MLN_USD","A","2018",3129647.768,
"GBR","GDP","TOT","MLN_USD","A","2019",3287761.88,
"GBR","GDP","TOT","MLN_USD","A","2020",3069412.013,
"GBR","GDP","TOT","MLN_USD","A","2021",3375529.345,
"GBR","GDP","TOT","MLN_USD","A","2022",3678729.617,
"USA","GDP","TOT","MLN_USD","A","1995",7639749,
"USA","GDP","TOT","MLN_USD","A","1996",8073122,
"USA","GDP","TOT","MLN_USD","A","1997",8577552,
"USA","GDP","TOT","MLN_USD","A","1998",9062817,
"USA","GDP","TOT","MLN_USD","A","1999",9631172,
"USA","GDP","TOT","MLN_USD","A","2000",10250952,
"USA","GDP","TOT","MLN_USD","A","2001",10581929,
"USA","GDP","TOT","MLN_USD","A","2002",10929108,
"USA","GDP","TOT","MLN_USD","A","2003",11456450,
"USA","GDP","TOT","MLN_USD","A","2004",12217196,
"USA","GDP","TOT","MLN_USD","A","2005",13039197,
"USA","GDP","TOT","MLN_USD","A","2006",13815583,
"USA","GDP","TOT","MLN_USD","A","2007",14474228,
"USA","GDP","TOT","MLN_USD","A","2008",14769862,
"USA","GDP","TOT","MLN_USD","A","2009",14478067,
"USA","GDP","TOT","MLN_USD","A","2010",15048970,
"USA","GDP","TOT","MLN_USD","A","2011",15599731,
"USA","GDP","TOT","MLN_USD","A","2012",16253970,
"USA","GDP","TOT","MLN_USD","A","2013",16843196,
"USA","GDP","TOT","MLN_USD","A","2014",17550687,
"USA","GDP","TOT","MLN_USD","A","2015",18206023,
"USA","GDP","TOT","MLN_USD","A","2016",18695106,
"USA","GDP","TOT","MLN_USD","A","2017",19477337,
"USA","GDP","TOT","MLN_USD","A","2018",20533058,
"USA","GDP","TOT","MLN_USD","A","2019",21380976,
"USA","GDP","TOT","MLN_USD","A","2020",21060474,
"USA","GDP","TOT","MLN_USD","A","2021",23315081,
"USA","GDP","TOT","MLN_USD","A","2022",25439700,"E"
"CHL","GDP","TOT","MLN_USD","A","1995",106355.374,"E"
"CHL","GDP","TOT","MLN_USD","A","1996",116331.735,
"CHL","GDP","TOT","MLN_USD","A","1997",127084.951,
"CHL","GDP","TOT","MLN_USD","A","1998",133888.458,
"CHL","GDP","TOT","MLN_USD","A","1999",135403.693,
"CHL","GDP","TOT","MLN_USD","A","2000",145355.727,
"CHL","GDP","TOT","MLN_USD","A","2001",153318.32,
"CHL","GDP","TOT","MLN_USD","A","2002",160694.76,
"CHL","GDP","TOT","MLN_USD","A","2003",171606.231,
"CHL","GDP","TOT","MLN_USD","A","2004",187973.663,
"CHL","GDP","TOT","MLN_USD","A","2005",205184.272,
"CHL","GDP","TOT","MLN_USD","A","2006",256070.328,
"CHL","GDP","TOT","MLN_USD","A","2007",278373.991,
"CHL","GDP","TOT","MLN_USD","A","2008",275754.676,
"CHL","GDP","TOT","MLN_USD","A","2009",271327.841,
"CHL","GDP","TOT","MLN_USD","A","2010",307855.67,
"CHL","GDP","TOT","MLN_USD","A","2011",349147.748,
"CHL","GDP","TOT","MLN_USD","A","2012",374316.6,
"CHL","GDP","TOT","MLN_USD","A","2013",392670.388,
"CHL","GDP","TOT","MLN_USD","A","2014",402902.197,
"CHL","GDP","TOT","MLN_USD","A","2015",405499.68,
"CHL","GDP","TOT","MLN_USD","A","2016",424831.691,
"CHL","GDP","TOT","MLN_USD","A","2017",450891.85,
"CHL","GDP","TOT","MLN_USD","A","2018",478093.905,
"CHL","GDP","TOT","MLN_USD","A","2019",487414.485,
"CHL","GDP","TOT","MLN_USD","A","2020",481373.694,
"CHL","GDP","TOT","MLN_USD","A","2021",552379.782,
"CHL","GDP","TOT","MLN_USD","A","2022",592205.358,
"CHN","GDP","TOT","MLN_USD","A","1995",2241663.241,
"CHN","GDP","TOT","MLN_USD","A","1996",2509208.921,
"CHN","GDP","TOT","MLN_USD","A","1997",2788244.919,
"CHN","GDP","TOT","MLN_USD","A","1998",3040855.6,
"CHN","GDP","TOT","MLN_USD","A","1999",3319972.484,
"CHN","GDP","TOT","MLN_USD","A","2000",3683440.252,
"CHN","GDP","TOT","MLN_USD","A","2001",4080386.422,
"CHN","GDP","TOT","MLN_USD","A","2002",4522476.428,
"CHN","GDP","TOT","MLN_USD","A","2003",5074658.797,
"CHN","GDP","TOT","MLN_USD","A","2004",5737895.201,
"CHN","GDP","TOT","MLN_USD","A","2005",6592135.857,
"CHN","GDP","TOT","MLN_USD","A","2006",7660000.527,
"CHN","GDP","TOT","MLN_USD","A","2007",8986556.087,
"CHN","GDP","TOT","MLN_USD","A","2008",10042809.899,
"CHN","GDP","TOT","MLN_USD","A","2009",11057124.917,
"CHN","GDP","TOT","MLN_USD","A","2010",12380166.279,
"CHN","GDP","TOT","MLN_USD","A","2011",13844365.747,
"CHN","GDP","TOT","MLN_USD","A","2012",15124539.502,
"CHN","GDP","TOT","MLN_USD","A","2013",16185062.522,
"CHN","GDP","TOT","MLN_USD","A","2014",17121277.096,
"CHN","GDP","TOT","MLN_USD","A","2015",17796747.039,
